doc_id,n_words,n_tokens,language,corpus_code
# newdoc_id = https://otvet.mail.ru/question/222207873,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207885,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207893,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207895,26,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207920,99,78,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207937,425,240,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207956,23,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207960,49,43,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207976,72,53,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222207983,46,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208003,52,45,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208006,18,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208034,27,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208041,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208043,22,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208053,175,101,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208069,25,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208078,30,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208087,15,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208103,75,67,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208112,20,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208151,18,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208159,113,84,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208176,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208177,32,31,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208179,84,62,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208182,38,35,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208186,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208191,29,26,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208198,19,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208203,11,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208238,88,67,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208255,15,13,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208257,87,65,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208276,64,53,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208284,3,3,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208320,1,1,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208333,44,32,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208339,34,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208342,132,88,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208343,14,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208353,56,48,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208357,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208364,54,45,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208372,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208411,42,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208412,78,57,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208419,53,46,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208433,240,166,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208445,86,67,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208467,10,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208469,16,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208472,14,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208482,159,105,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208498,18,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208500,49,39,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208508,23,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208509,20,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208580,26,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208588,59,48,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208591,25,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208596,15,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208597,24,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208599,230,155,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208620,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208645,28,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208659,9,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208662,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208679,31,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208680,28,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208719,24,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208722,73,56,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208725,425,262,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208736,11,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208742,48,40,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208749,37,33,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208750,25,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208763,15,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208775,62,46,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208780,54,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208795,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208804,93,66,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208809,61,50,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208820,40,36,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208824,27,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208825,85,71,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208826,31,30,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208838,24,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208842,21,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208851,31,26,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208864,3,3,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208867,28,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208876,100,73,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208877,81,59,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208882,12,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208885,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208898,56,45,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208903,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208907,23,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208912,175,115,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208915,11,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208923,28,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208927,27,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208959,9,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208964,156,99,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222208997,15,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209003,302,182,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209008,73,55,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209046,5,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209057,45,33,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209066,86,68,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209071,17,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209072,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209099,11,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209104,56,49,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209105,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209108,27,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209109,37,31,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209115,142,104,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209116,56,41,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209117,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209152,15,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209186,2,2,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209189,70,50,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209195,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209199,33,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209212,14,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209214,24,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209225,26,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209231,11,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209251,32,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209253,52,42,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209261,177,126,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209262,29,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209263,122,80,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209271,34,30,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209288,34,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209296,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209319,20,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209320,18,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209323,80,66,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209335,37,30,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209339,14,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209358,20,19,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209360,126,87,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209387,117,80,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209388,13,13,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209389,26,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209396,12,12,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209400,18,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209410,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209416,154,92,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209418,32,29,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209424,43,34,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209425,29,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209431,17,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209436,32,29,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209444,227,146,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209457,2,2,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209460,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209492,25,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209496,14,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209549,15,13,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209563,40,35,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209565,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209570,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209576,33,32,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209581,12,12,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209582,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209584,9,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209595,10,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209612,12,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209620,53,41,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209621,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209627,13,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209642,51,42,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209649,534,283,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209659,108,81,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209665,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209669,77,53,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209680,29,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209683,49,40,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209686,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209691,17,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209718,12,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209731,7,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209732,57,41,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209763,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209769,18,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209775,79,67,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209788,33,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209807,63,51,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209816,26,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209818,21,19,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209821,17,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209839,28,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209844,9,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209855,24,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209859,53,40,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209865,91,66,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209871,30,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209873,28,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209891,39,36,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209902,205,112,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209915,12,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209941,293,183,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209953,13,12,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209965,16,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209967,3,3,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209986,13,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209992,10,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209993,111,77,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209994,45,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222209997,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210006,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210017,27,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210019,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210020,23,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210024,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210030,16,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210032,38,29,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210043,35,31,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210044,40,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210045,49,42,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210053,27,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210060,68,54,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210061,6,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210065,26,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210079,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210080,41,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210094,30,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210096,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210097,182,117,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210103,48,40,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210114,20,19,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210115,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210117,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210141,14,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210146,28,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210154,25,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210166,11,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210171,16,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210178,23,19,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210188,77,57,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210190,34,30,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210196,53,42,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210200,27,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210202,16,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210229,46,36,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210249,49,41,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210257,28,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210279,9,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210282,32,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210298,18,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210303,20,19,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210309,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210313,45,38,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210318,9,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210325,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210329,9,9,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210330,31,25,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210356,34,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210358,2,2,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210369,33,28,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210370,72,57,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210373,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210398,16,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210407,170,123,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210438,21,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210456,26,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210460,16,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210470,73,60,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210471,41,34,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210489,94,76,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210492,164,108,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210493,40,33,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210513,12,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210525,16,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210544,23,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210553,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210556,31,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210576,29,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210580,324,229,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210585,68,59,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210587,6,6,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210600,47,41,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210611,182,114,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210616,27,24,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210625,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210634,103,71,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210640,54,39,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210647,44,39,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210653,45,39,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210656,22,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210660,98,76,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210667,23,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210702,31,29,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210709,130,95,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210724,165,117,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210726,16,13,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210754,12,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210768,75,60,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210779,33,30,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210816,15,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210820,7,7,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210839,16,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210869,69,55,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210874,18,17,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210901,1,1,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210908,132,90,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210925,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210936,2,2,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210966,98,74,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210980,26,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222210988,31,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211017,8,8,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211021,15,14,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211023,21,20,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211025,28,26,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211030,18,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211035,76,64,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211036,16,15,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211041,26,21,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211047,19,18,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211066,90,66,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211087,72,52,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211090,126,78,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211097,152,101,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211103,118,95,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211110,12,12,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211154,4,4,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211157,44,39,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211161,2,2,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211166,27,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211170,59,40,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211176,69,57,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211181,36,29,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211190,10,10,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211193,97,67,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211200,47,42,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211206,17,16,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211221,28,23,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211225,1,1,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211250,3,3,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211251,11,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211254,56,45,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211257,29,27,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211260,11,11,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211287,13,12,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211288,145,100,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211296,41,33,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211313,5,5,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211315,27,22,Russian,Taiga
# newdoc_id = https://otvet.mail.ru/question/222211350,27,25,Russian,Taiga
GramEval2020-test-fiction,1149,588,Russian,Taiga
GramEval2020-test-news,1305,690,Russian,Taiga
GramEval2020-test-poetry,1040,620,Russian,Taiga
GramEval2020-test-social,1122,656,Russian,Taiga
GramEval2020-test-wiki,1456,642,Russian,Taiga
MorphoRuEval2017-test-jz,6698,2901,Russian,Taiga
